scholarship_id,new_source_url,funder,scholarship_name_th,scholarship_name_en,award_value_tier,verification_status,funder_type,level,current_source_url,current_application_url
TD-0826,,Edith Cowan University (ECU),,ECU Lincoln McCashney Memorial Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/ecu-lincoln-mccashney-memorial-scholarship-2026,https://www.scholarshiptab.com/scholarships/ecu-lincoln-mccashney-memorial-scholarship-2026
TD-0827,,Edith Cowan University (ECU),,ECU Destination Australia Scholarships 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/ecu-destination-australia-scholarships-2026,https://www.scholarshiptab.com/scholarships/ecu-destination-australia-scholarships-2026
TD-0831,,Norwegian University of Life Sciences (NMBU),,NMBU PhD Position Within Causal Machine Learning 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/nmbu-phd-position-within-causal-machine-learning-2026,https://www.scholarshiptab.com/scholarships/nmbu-phd-position-within-causal-machine-learning-2026
TD-0832,,Murdoch University,,Murdoch University International Futures Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/murdoch-university-international-futures-scholarship-2027,https://www.scholarshiptab.com/scholarships/murdoch-university-international-futures-scholarship-2027
TD-0833,,Jefferson Scholars Foundation,,Jefferson Scholars Foundation Undergraduate Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/jefferson-scholars-foundation-undergraduate-scholarships,https://www.scholarshiptab.com/scholarships/jefferson-scholars-foundation-undergraduate-scholarships
TD-0834,,Murdoch University,,Murdoch University International Welcome Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/murdoch-university-international-welcome-scholarship-2027,https://www.scholarshiptab.com/scholarships/murdoch-university-international-welcome-scholarship-2027
TD-0836,,Government of Alberta,,Government of Alberta Rangeland Sustainability Program 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/government-of-alberta-rangeland-sustainability-program-2026,https://www.scholarshiptab.com/scholarships/government-of-alberta-rangeland-sustainability-program-2026
TD-0837,,The People's Government of Beijing Municipality,,Beijing Government Scholarship for International Students (for Freshman) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/beijing-government-scholarship-for-international-students-for-freshman-2027,https://www.scholarshiptab.com/scholarships/beijing-government-scholarship-for-international-students-for-freshman-2027
TD-0839,,University of Pisa,,University of Pisa DSU Scholarship 2026/2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-pisa-dsu-scholarship-2026-2027,https://www.scholarshiptab.com/scholarships/university-of-pisa-dsu-scholarship-2026-2027
TD-0840,,World Photography Organisation,,Sony World Photography Awards 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/sony-world-photography-awards-2027,https://www.scholarshiptab.com/scholarships/sony-world-photography-awards-2027
TD-0842,,University of Oxford,,Oxford-Pershing Square Graduate Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/oxford-pershing-square-graduate-scholarships-2027,https://www.scholarshiptab.com/scholarships/oxford-pershing-square-graduate-scholarships-2027
TD-0845,,France - South Africa,,France South Africa Scholarship Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/france-south-africa-scholarship-programme-2027,https://www.scholarshiptab.com/scholarships/france-south-africa-scholarship-programme-2027
TD-0847,,European Commission,,European Commission Blue Book Traineeship Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/european-commission-blue-book-traineeship-programme-2026,https://www.scholarshiptab.com/scholarships/european-commission-blue-book-traineeship-programme-2026
TD-0855,,American Association of University Women (AAUW),,American Short-Term Research Publication Grants 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/american-short-term-research-publication-grants-2027,https://www.scholarshiptab.com/scholarships/american-short-term-research-publication-grants-2027
TD-0856,,University of Groningen,,Eric Bleumink Scholarship in Netherlands 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/eric-bleumink-scholarship-in-neterherlands-2027,https://www.scholarshiptab.com/scholarships/eric-bleumink-scholarship-in-neterherlands-2027
TD-0858,,GATE Institute,,GATE Institute Google DeepMind AI Master's Scholarship 2026/27,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/gate-institute-google-deepmind-ai-master-s-scholarship-2026-27,https://www.scholarshiptab.com/scholarships/gate-institute-google-deepmind-ai-master-s-scholarship-2026-27
TD-0860,,University of Milan,,University of Milan Regional Scholarships 2026/27,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-milan-regional-scholarships-2026-27,https://www.scholarshiptab.com/scholarships/university-of-milan-regional-scholarships-2026-27
TD-0861,,Fulbright Program,,Fulbright UK Scholarships to the USA 2027-28,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/fulbright-uk-scholarships-to-the-usa-2027-28,https://www.scholarshiptab.com/scholarships/fulbright-uk-scholarships-to-the-usa-2027-28
TD-0862,,Columbia University,,Human Rights Advocates Program (HRAP) 2027-2028,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/human-rights-advocates-program-hrap-2027-2028,https://www.scholarshiptab.com/scholarships/human-rights-advocates-program-hrap-2027-2028
TD-0863,,Open Doors,,Open Doors Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/open-doors-scholarship-2027,https://www.scholarshiptab.com/scholarships/open-doors-scholarship-2027
TD-0864,,Chevening,,Chevening Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/chevening-scholarship-2027,https://www.scholarshiptab.com/scholarships/chevening-scholarship-2027
TD-0867,,Commonwealth,,Commonwealth PhD Scholarships 2027/28,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/commonwealth-phd-scholarships-2027-28,https://www.scholarshiptab.com/scholarships/commonwealth-phd-scholarships-2027-28
TD-0868,,Commonwealth,,Commonwealth Master's Scholarships 2027/2028,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/commonwealth-master-s-scholarships-2027-2028,https://www.scholarshiptab.com/scholarships/commonwealth-master-s-scholarships-2027-2028
TD-0872,,Erasmus Mundus,,Erasmus Mundus MARIHE Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/erasmus-mundus-marihe-scholarship-2027,https://www.scholarshiptab.com/scholarships/erasmus-mundus-marihe-scholarship-2027
TD-0873,,University of Toronto,,University of Toronto Lester B. Pearson International Student Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-toronto-lester-b-pearson-international-student-scholarships-2027,https://www.scholarshiptab.com/scholarships/university-of-toronto-lester-b-pearson-international-student-scholarships-2027
TD-0876,,Macquarie University,,Macquarie University International Road to Research Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/macquarie-university-international-road-to-research-scholarship-2027,https://www.scholarshiptab.com/scholarships/macquarie-university-international-road-to-research-scholarship-2027
TD-0880,,University of Lausanne (UNIL),,Unil Master's Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/unil-master-s-scholarship-2027,https://www.scholarshiptab.com/scholarships/unil-master-s-scholarship-2027
TD-0885,,The Africa Institute,,The Africa Institute Senior and Postdoctoral Fellowships Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/the-africa-institute-senior-and-postdoctoral-fellowships-program-2027,https://www.scholarshiptab.com/scholarships/the-africa-institute-senior-and-postdoctoral-fellowships-program-2027
TD-0888,,Organisation for Economic Co-operation and Development (OECD),,OECD Internship Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/oecd-internship-programme-2027,https://www.scholarshiptab.com/scholarships/oecd-internship-programme-2027
TD-0889,,College Women's Association of Japan (CWAJ),,CWAJ Graduate Scholarship for Non-Japanese Women to Study in Japan (NJG) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/cwaj-graduate-scholarship-for-non-japanese-women-to-study-in-japan-njg-2027,https://www.scholarshiptab.com/scholarships/cwaj-graduate-scholarship-for-non-japanese-women-to-study-in-japan-njg-2027
TD-0892,,National Taiwan University of Science and Technology (NTUST),,National Taiwan University of Science and Technology Scholarships (NTUST) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/national-taiwan-university-of-science-and-technology-scholarships-2026,https://www.scholarshiptab.com/scholarships/national-taiwan-university-of-science-and-technology-scholarships-2026
TD-0899,,Harvard University,,Harvard Academy Scholars Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/harvard-academy-scholars-program-2027,https://www.scholarshiptab.com/scholarships/harvard-academy-scholars-program-2027
TD-0904,,University of Bayreuth,,University of Bayreuth Centre Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-bayreuth-centre-scholarship-2027,https://www.scholarshiptab.com/scholarships/university-of-bayreuth-centre-scholarship-2027
TD-0907,,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",,UNESCO/Japan Young Researchers' Fellowships Programme 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/unesco-japan-young-researchers-fellowships-programme-2026,https://www.scholarshiptab.com/scholarships/unesco-japan-young-researchers-fellowships-programme-2026
TD-0908,,University of Technology Sydney (UTS),,UTS Scholarship for European Undergraduate Students 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uts-scholarship-for-european-undergraduate-students-2026,https://www.scholarshiptab.com/scholarships/uts-scholarship-for-european-undergraduate-students-2026
TD-0909,,University of Technology Sydney (UTS),,UTS Bachelor of Information Technology (Co-op) Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uts-bachelor-of-information-technology-co-op-scholarship-2026,https://www.scholarshiptab.com/scholarships/uts-bachelor-of-information-technology-co-op-scholarship-2026
TD-0910,,International Youth Math Challenge,,International Youth Math Challenge 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/international-youth-math-challenge-2026,https://www.scholarshiptab.com/scholarships/international-youth-math-challenge-2026
TD-0912,,Imperial College London,,Imperial Athletes Sport Scholarship 2026/27,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/imperial-athletes-sport-scholarship-202627,https://www.scholarshiptab.com/scholarships/imperial-athletes-sport-scholarship-202627
TD-0920,,University Of Sydney,,University of Sydney Bachelor of Mathematical Sciences Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-sydney-bachelor-of-mathematical-sciences-scholarship-2026,https://www.scholarshiptab.com/scholarships/university-of-sydney-bachelor-of-mathematical-sciences-scholarship-2026
TD-0923,,Bond University,,Bond University HDR Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/bond-university-hdr-scholarship-2027,https://www.scholarshiptab.com/scholarships/bond-university-hdr-scholarship-2027
TD-0928,,CERN,,CERN Short-Term Internship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/cern-short-term-internship-2026,https://www.scholarshiptab.com/scholarships/cern-short-term-internship-2026
TD-0938,,Social Shifters,,Social Shifters Global Innovation Challenge 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/social-shifters-global-innovation-challenge-2026,https://www.scholarshiptab.com/scholarships/social-shifters-global-innovation-challenge-2026
TD-0941,,Australian National University (ANU),,ANU HDR Fee Merit Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/anu-hdr-fee-merit-scholarship-2027,https://www.scholarshiptab.com/scholarships/anu-hdr-fee-merit-scholarship-2027
TD-0943,,Australian National University (ANU),,Australian National Internships Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/australian-national-internships-program-2027,https://www.scholarshiptab.com/scholarships/australian-national-internships-program-2027
TD-0947,,Australian National University (ANU),,ANU Master of Philosophy Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/anu-master-of-philosophy-scholarship-2027,https://www.scholarshiptab.com/scholarships/anu-master-of-philosophy-scholarship-2027
TD-0952,,United Nations,,United Nations - Nippon Foundation Fellowship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/united-nations-nippon-foundation-fellowship-2027,https://www.scholarshiptab.com/scholarships/united-nations-nippon-foundation-fellowship-2027
TD-0963,,Victoria University of Wellington,,Victoria University of Wellington Bachelor of Midwifery Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/victoria-university-of-wellington-bachelor-of-midwifery-scholarship-2027,https://www.scholarshiptab.com/scholarships/victoria-university-of-wellington-bachelor-of-midwifery-scholarship-2027
TD-0964,,Victoria University of Wellington,,Victoria University of Wellington International School-Leaver Excellence Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/victoria-university-of-wellington-international-school-leaver-excellence-scholarship-2027,https://www.scholarshiptab.com/scholarships/victoria-university-of-wellington-international-school-leaver-excellence-scholarship-2027
TD-0966,,DAAD,,DAAD Master of Laws in Intellectual Property and Competition Law (MIPLC) Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/daad-master-of-laws-in-intellectual-property-and-competition-law-miplc-scholarship-2027,https://www.scholarshiptab.com/scholarships/daad-master-of-laws-in-intellectual-property-and-competition-law-miplc-scholarship-2027
TD-0976,,Hertie School,,Hertie African Scholars Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/hertie-african-scholars-programme-2027,https://www.scholarshiptab.com/scholarships/hertie-african-scholars-programme-2027
TD-0983,,Ton Duc Thang University (TDTU),,TDTU Graduate Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/tdtu-graduate-scholarship-2027,https://www.scholarshiptab.com/scholarships/tdtu-graduate-scholarship-2027
TD-0984,,Curtin University,,Curtin Global Future Leaders Scholarship 2026 (Semester 2),,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/curtin-global-future-leaders-scholarship-2026-semester-2,https://www.scholarshiptab.com/scholarships/curtin-global-future-leaders-scholarship-2026-semester-2
TD-0991,,Federal Polytechnic School of Lausanne (EPFL),,EPFL Master Excellence Fellowships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/epfl-master-excellence-fellowships-2027,https://www.scholarshiptab.com/scholarships/epfl-master-excellence-fellowships-2027
TD-0996,,International Youth Library (IJB),,International Youth Library Fellowship Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/international-youth-library-fellowship-programme-2027,https://www.scholarshiptab.com/scholarships/international-youth-library-fellowship-programme-2027
TD-0998,,Global Brain Health Institute (GBHI),,Atlantic Fellows for Equity in Brain Health 2027-2028,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/atlantic-fellows-for-equity-in-brain-health-2027-2028,https://www.scholarshiptab.com/scholarships/atlantic-fellows-for-equity-in-brain-health-2027-2028
TD-1003,,McGuire Law Firm,,McGuire Law Firm Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/mcguire-law-firm-scholarship-2026,https://www.scholarshiptab.com/scholarships/mcguire-law-firm-scholarship-2026
TD-1004,,DAAD,,DAAD/EPOS Scholarships for Young Professionals from Developing Countries 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/daad-epos-scholarships-for-young-professionals-from-developing-countries-2026,https://www.scholarshiptab.com/scholarships/daad-epos-scholarships-for-young-professionals-from-developing-countries-2026
TD-1010,,University Of Kent,,Kent Business School MBA Scholarship September 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/kent-business-school-mba-scholarship-september-2026,https://www.scholarshiptab.com/scholarships/kent-business-school-mba-scholarship-september-2026
TD-1013,,University of Hohenheim,,University of Hohenheim STIBET Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/university-of-hohenheim-stibet-scholarship-2026,https://www.scholarshiptab.com/scholarships/university-of-hohenheim-stibet-scholarship-2026
TD-1022,,La Trobe University,,La Trobe Health Innovation Scholarship 2026/2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/la-trobe-health-innovation-scholarship-2026-2027,https://www.scholarshiptab.com/scholarships/la-trobe-health-innovation-scholarship-2026-2027
TD-1023,,German University Foundation (DUS),,TANDEM Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/tandem-scholarship-2026,https://www.scholarshiptab.com/scholarships/tandem-scholarship-2026
TD-1025,,University Of British Columbia,,University of British Columbia MBA Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-british-columbia-mba-scholarships-2027,https://www.scholarshiptab.com/scholarships/university-of-british-columbia-mba-scholarships-2027
TD-1029,,American-Scandinavian Foundation (ASF),,American-Scandinavian Foundation Fellowships 2026-2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/american-scandinavian-foundation-fellowships-2026-2027,https://www.scholarshiptab.com/scholarships/american-scandinavian-foundation-fellowships-2026-2027
TD-1031,,Government of Canada,,Canada Graduate Research Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/canada-graduate-research-scholarship-2027,https://www.scholarshiptab.com/scholarships/canada-graduate-research-scholarship-2027
TD-1035,,University of New South Wales (UNSW),,UNSW Exchange Scholarships & Awards for 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/unsw-exchange-scholarships-awards-for-2026,https://www.scholarshiptab.com/scholarships/unsw-exchange-scholarships-awards-for-2026
TD-1037,,Institute of Science and Technology Austria (ISTA),,ISTA-Fellow Postdoctoral Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/ista-fellow-postdoctoral-program-2027,https://www.scholarshiptab.com/scholarships/ista-fellow-postdoctoral-program-2027
TD-1040,,"University of Queensland, Australia",,University of Queensland Graduate Research School Scholarships (UQGRSS) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-queensland-graduate-research-school-scholarships-uqgrss-2027,https://www.scholarshiptab.com/scholarships/university-of-queensland-graduate-research-school-scholarships-uqgrss-2027
TD-1041,,University of Galway,,University of Galway Postgraduate Excellence Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-galway-postgraduate-excellence-scholarship-2026,https://www.scholarshiptab.com/scholarships/university-of-galway-postgraduate-excellence-scholarship-2026
TD-1045,,Kochi University of Technology (KUT),,Kochi University Special Scholarship Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/kochi-university-special-scholarship-program-2027,https://www.scholarshiptab.com/scholarships/kochi-university-special-scholarship-program-2027
TD-1050,,MasterCard Foundation,,Mastercard Foundation Scholarship at Ashesi University 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/mastercard-foundation-scholarship-at-ashesi-university-2027,https://www.scholarshiptab.com/scholarships/mastercard-foundation-scholarship-at-ashesi-university-2027
TD-1051,,One Young World,,Leading Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/leading-scholarship-2026,https://www.scholarshiptab.com/scholarships/leading-scholarship-2026
TD-1061,,Fairleigh Dickinson University (FDU),,Fairleigh Dickinson University Scholarships 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/fairleigh-dickinson-university-scholarships-2026,https://www.scholarshiptab.com/scholarships/fairleigh-dickinson-university-scholarships-2026
TD-1063,,Merck,,Merck Research Grants 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/merck-research-grants-2026,https://www.scholarshiptab.com/scholarships/merck-research-grants-2026
TD-1064,,African Leadership Academy,,African Leadership Academy (ALA) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),High school,https://www.scholarshiptab.com/scholarships/african-leadership-academy-ala-2027,https://www.scholarshiptab.com/scholarships/african-leadership-academy-ala-2027
TD-1070,,Federation University Australia,,Federation University Oxidation Behaviour of Broken Ore PhD Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/federation-university-oxidation-behaviour-of-broken-ore-phd-scholarship-2026,https://www.scholarshiptab.com/scholarships/federation-university-oxidation-behaviour-of-broken-ore-phd-scholarship-2026
TD-1071,,Federation University Australia,,Federation University Bridging The Distance PhD Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/federation-university-bridging-the-distance-phd-scholarship-2026,https://www.scholarshiptab.com/scholarships/federation-university-bridging-the-distance-phd-scholarship-2026
TD-1073,,University of New South Wales (UNSW),,"UNSW Minerals and Energy Resources Engineering Scholarships for Students Commencing Term 1, 2027",,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/unsw-minerals-and-energy-resources-engineering-scholarships-for-students-commencing-term-1-2027,https://www.scholarshiptab.com/scholarships/unsw-minerals-and-energy-resources-engineering-scholarships-for-students-commencing-term-1-2027
TD-1074,,University of Western Australia (UWA),,UWA Engineering Excellence Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/uwa-engineering-excellence-scholarship-2027,https://www.scholarshiptab.com/scholarships/uwa-engineering-excellence-scholarship-2027
TD-1075,,Atlantic Technological University (ATU),,ATU Pre-Entry Scholarships for Talented Student Athletes 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/atu-pre-entry-scholarships-for-talented-student-athletes-2026,https://www.scholarshiptab.com/scholarships/atu-pre-entry-scholarships-for-talented-student-athletes-2026
TD-1076,,Atlantic Technological University (ATU),,ATU Post-entry Scholarships for Talented Student Athletes 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Undergraduate,https://www.scholarshiptab.com/scholarships/atu-post-entry-scholarships-for-talented-student-athletes-2026,https://www.scholarshiptab.com/scholarships/atu-post-entry-scholarships-for-talented-student-athletes-2026
TD-1078,,Heinrich Böll Foundation,,Heinrich Boll Foundation Scholarship 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/heinrich-boll-foundation-scholarship-2027,https://www.scholarshiptab.com/scholarships/heinrich-boll-foundation-scholarship-2027
TD-1079,,Okinawa Institute of Science and Technology (OIST),,OIST Visiting Program 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/oist-s-visiting-program-2027,https://www.scholarshiptab.com/scholarships/oist-s-visiting-program-2027
TD-1084,,University Of Huddersfield,,University of Huddersfield Computing and Engineering Fee Waiver Scholarships 26/27,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/university-of-huddersfield-computing-and-engineering-fee-waiver-scholarships-26-27,https://www.scholarshiptab.com/scholarships/university-of-huddersfield-computing-and-engineering-fee-waiver-scholarships-26-27
TD-1086,,Editing Press,,Laura Bassi Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/laura-bassi-scholarship-2026,https://www.scholarshiptab.com/scholarships/laura-bassi-scholarship-2026
TD-1093,,RMIT University,,RMIT University Research Stipend Scholarships 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/rmit-university-research-stipend-scholarships-2027,https://www.scholarshiptab.com/scholarships/rmit-university-research-stipend-scholarships-2027
TD-1095,,University of Adger (UiA),,University of Adger NOK 15000 Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),Master's,https://www.scholarshiptab.com/scholarships/university-of-adger-nok-15000-scholarship-2026,https://www.scholarshiptab.com/scholarships/university-of-adger-nok-15000-scholarship-2026
TD-1099,,University of Helsinki,,University of Helsinki RESDOC Framework and Funding 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/university-of-helsinki-resdoc-framework-and-funding-2026,https://www.scholarshiptab.com/scholarships/university-of-helsinki-resdoc-framework-and-funding-2026
TD-1103,,Vodacom,,Vodacom Discover Graduate Programme 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/vodacom-discover-graduate-programme-2027,https://www.scholarshiptab.com/scholarships/vodacom-discover-graduate-programme-2027
TD-1105,,Government of Slovak Republic,,National Scholarship Programme 2026 (Government of Slovak Scholarship),,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/national-scholarship-programme-2026-government-of-slovak-scholarship,https://www.scholarshiptab.com/scholarships/national-scholarship-programme-2026-government-of-slovak-scholarship
TD-1106,,Expatrio Global Services GmbH,,The Expatrio Scholarship 2026,,Auto-extracted (confirm deadline + link),International (open to Thais),,https://www.scholarshiptab.com/scholarships/the-expatrio-scholarship-2026,https://www.scholarshiptab.com/scholarships/the-expatrio-scholarship-2026
TD-1114,,RMIT University,,RMIT University Vice-Chancellor's PhD Scholarship (VCPS) 2027,,Auto-extracted (confirm deadline + link),International (open to Thais),PhD,https://www.scholarshiptab.com/scholarships/rmit-university-vice-chancellor-s-phd-scholarship-vcps-2027,https://www.scholarshiptab.com/scholarships/rmit-university-vice-chancellor-s-phd-scholarship-vcps-2027
